date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:58	49491/49491	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jan%202022%2016:57:21%20GMT	https://oregonstate.edu/sites/default/files/2022-01/stories-medstaircase.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2022-01/stories-medstaircase.png	(from https://oregonstate.edu/)
15:36:58	31704/31704	---M--	200	added ('OK')	video/mp4	date:Fri,%2014%20Jan%202022%2016:58:35%20GMT	https://oregonstate.edu/sites/default/files/2022-01/stories-MedStaircase.mp4	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2022-01/stories-MedStaircase.mp4	(from https://oregonstate.edu/)
15:36:58	38985/38985	---M-Z	200	added ('OK')	text/html	etag:%221642449714%22	https://oregonstate.edu/stories/if-you-can-see-it-you-can-do-it	C:/My%20Web%20Sites/OSU/oregonstate.edu/stories/if-you-can-see-it-you-can-do-it.html	(from https://oregonstate.edu/)
15:36:58	89349/89349	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Jan%202022%2019:54:38%20GMT	https://oregonstate.edu/sites/default/files/2022-01/Storytelling_animated_trevor-access.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2022-01/Storytelling_animated_trevor-access.png	(from https://oregonstate.edu/)
15:36:59	199883/199883	---M--	200	added ('OK')	video/mp4	date:Fri,%2007%20Jan%202022%2019:55:37%20GMT	https://oregonstate.edu/sites/default/files/2022-01/trevor-access.mp4	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2022-01/trevor-access.mp4	(from https://oregonstate.edu/)
15:36:59	35736/35736	---M-Z	200	added ('OK')	text/html	etag:%221642449311%22	https://oregonstate.edu/stories/barriers-dont-stop-trevor-denning-he-rolls-over-them	C:/My%20Web%20Sites/OSU/oregonstate.edu/stories/barriers-dont-stop-trevor-denning-he-rolls-over-them.html	(from https://oregonstate.edu/)
15:36:59	50136/50136	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Dec%202021%2019:57:12%20GMT	https://oregonstate.edu/sites/default/files/2021-12/stories-rainy-day.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-12/stories-rainy-day.png	(from https://oregonstate.edu/)
15:36:59	156720/156720	---M--	200	added ('OK')	video/mp4	date:Fri,%2003%20Dec%202021%2019:57:46%20GMT	https://oregonstate.edu/sites/default/files/2021-12/stories-rainy-day.mp4	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-12/stories-rainy-day.mp4	(from https://oregonstate.edu/)
15:36:59	38153/38153	---M-Z	200	added ('OK')	text/html	etag:%221642449702%22	https://oregonstate.edu/stories/top-spots-escape-rain	C:/My%20Web%20Sites/OSU/oregonstate.edu/stories/top-spots-escape-rain.html	(from https://oregonstate.edu/)
15:37:00	44724/44724	---M-Z	200	added ('OK')	text/html	etag:%221642449339%22	https://oregonstate.edu/stories/all	C:/My%20Web%20Sites/OSU/oregonstate.edu/stories/all.html	(from https://oregonstate.edu/)
15:37:00	28459/28459	---M-Z	200	added ('OK')	text/html	etag:%221642449595%22	https://oregonstate.edu/hotline-and-sexual-misconduct-reporting-and-services	C:/My%20Web%20Sites/OSU/oregonstate.edu/hotline-and-sexual-misconduct-reporting-and-services.html	(from https://oregonstate.edu/)
15:37:00	58181/58181	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2001:19:20%20GMT	https://oregonstate.edu/sites/default/files/2021-11/benny-head-top.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-11/benny-head-top.png	(from https://oregonstate.edu/)
15:37:00	19184/19184	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2001:18:13%20GMT	https://oregonstate.edu/sites/default/files/2021-11/benny-head-bottom.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-11/benny-head-bottom.png	(from https://oregonstate.edu/)
15:37:01	28650/28650	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2001:20:01%20GMT	https://oregonstate.edu/sites/default/files/2021-11/benny-log-2.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-11/benny-log-2.png	(from https://oregonstate.edu/)
15:37:01	27636/27636	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2001:19:44%20GMT	https://oregonstate.edu/sites/default/files/2021-11/benny-log-1.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-11/benny-log-1.png	(from https://oregonstate.edu/)
15:37:01	39874/39874	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2001:20:15%20GMT	https://oregonstate.edu/sites/default/files/2021-11/benny-log-3.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-11/benny-log-3.png	(from https://oregonstate.edu/)
15:37:01	19778/19778	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2001:20:32%20GMT	https://oregonstate.edu/sites/default/files/2021-11/benny-log-4.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-11/benny-log-4.png	(from https://oregonstate.edu/)
15:37:02	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%22611feac9-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/OSU/code.jquery.com/jquery-3.6.0.min.js	(from https://oregonstate.edu/)
15:37:02	23509/23509	---M-Z	200	added ('OK')	text/html	etag:%221642449233%22	https://oregonstate.edu/digital-millennium-copyright-act	C:/My%20Web%20Sites/OSU/oregonstate.edu/digital-millennium-copyright-act.html	(from https://oregonstate.edu/)
15:37:02	27449/27449	---M-Z	200	added ('OK')	text/html	etag:%221642449431%22	https://oregonstate.edu/official-web-disclaimer	C:/My%20Web%20Sites/OSU/oregonstate.edu/official-web-disclaimer.html	(from https://oregonstate.edu/)
15:37:02	171995/171995	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2004%20Jan%202022%2018:48:25%20GMT	https://oregonstate.edu/sites/default/files/js/js_vDtsxEBq9fg3Fd4yB80hZ_Qd7rPC-mtwY6VWzsJJ5Lo.js	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/js/js_vDtsxEBq9fg3Fd4yB80hZ_Qd7rPC-mtwY6VWzsJJ5Lo.js	(from https://oregonstate.edu/)
15:37:03	0/0	---M--	301	error ('Moved%20permanently')	text/html	date:Mon,%2017%20Jan%202022%2023:37:13%20GMT	http://oregonstate.edu/accessibility/	C:/My%20Web%20Sites/OSU/oregonstate.edu/accessibility/index.html	(from https://oregonstate.edu/)
15:37:03	13188/13188	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/My%20Web%20Sites/OSU/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://oregonstate.edu/)
15:37:03	52144/52144	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2004%20Jan%202022%2018:48:21%20GMT	https://oregonstate.edu/sites/default/files/js/js_rxtnvu-6v9mTp-7bT3tV3EcYc8Sj_5e3wLJTPq08pZQ.js	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/js/js_rxtnvu-6v9mTp-7bT3tV3EcYc8Sj_5e3wLJTPq08pZQ.js	(from https://oregonstate.edu/)
15:37:03	29088/29088	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebThin.woff2	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebThin.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:04	36012/36012	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:12%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebThin.woff	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebThin-2.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:04	27476/27476	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:12%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebLight.woff2	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebLight.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:04	34036/34036	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebLight.woff	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebLight-2.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:04	28144/28144	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebRegular.woff2	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebRegular.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:04	34876/34876	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebRegular.woff	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebRegular-2.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:05	27384/27384	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebMedium.woff2	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebMedium.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:05	34012/34012	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebMedium.woff	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebMedium-2.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:05	27736/27736	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Jul%202021%2011:45:57%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBold.woff2	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBold.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:05	34420/34420	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Jul%202021%2011:45:57%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBold.woff	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBold-2.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:05	27988/27988	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBlack.woff2	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBlack.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:06	34360/34360	---M--	200	added ('OK')	text/html	date:Mon,%2019%20Jul%202021%2023:22:04%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBlack.woff	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/Stratum2WebBlack-2.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:06	56971/56971	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Jul%202021%2011:45:57%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/rufina-stencil-bold.woff2	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/rufina-stencil-bold.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:06	76566/76566	---M--	200	added ('OK')	text/html	date:Fri,%2016%20Jul%202021%2011:45:57%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/fonts/rufina-stencil-bold.woff	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/fonts/rufina-stencil-bold-2.html	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:06	25398/25398	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Jul%202021%2011:45:57%20GMT	https://oregonstate.edu/themes/osu/homepage/assets/images/repeatable-treeline.png	C:/My%20Web%20Sites/OSU/oregonstate.edu/themes/osu/homepage/assets/images/repeatable-treeline.png	(from https://oregonstate.edu/sites/default/files/css/css_fneRFpVOGtBvl9_S6sS3VU-gzgcp87fyyedvfXWd0iQ.css)
15:37:07	83833/83833	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Feb%202021%2002:19:16%20GMT	https://oregonstate.edu/sites/default/files/2021-02/lab.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-02/lab.jpg	(from https://oregonstate.edu/sites/default/files/css/css_mZkn_ACQ9ZcuNmHzCkzC8jUVW0qtSRQwJ4kWGPfKmTI.css)
15:37:07	10751/10751	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2017%20Jan%202022%2023:37:17%20GMT	https://oregonstate.edu/node/46	C:/My%20Web%20Sites/OSU/oregonstate.edu/node/46.3a.delayed	(from https://oregonstate.edu/about)
15:37:07	247182/247182	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Mar%202021%2000:37:28%20GMT	https://oregonstate.edu/sites/default/files/2021-03/default-meta-image-1200x630.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-03/default-meta-image-1200x630.jpg	(from https://oregonstate.edu/about)
15:37:08	6838/6838	---M-Z	200	added ('OK')	text/css	date:Mon,%2003%20Jan%202022%2017:27:19%20GMT	https://oregonstate.edu/sites/default/files/css/css_ZqeXV79C2ZVZOuCd7mZQx7VlrIv1NEmYSNpuYRC8CJw.css	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/css/css_ZqeXV79C2ZVZOuCd7mZQx7VlrIv1NEmYSNpuYRC8CJw.css	(from https://oregonstate.edu/about)
15:37:08	25550/25550	---M-Z	200	added ('OK')	text/html	etag:%221642452485%22	https://oregonstate.edu/land-acknowledgement	C:/My%20Web%20Sites/OSU/oregonstate.edu/land-acknowledgement.html	(from https://oregonstate.edu/about)
15:37:08	26773/26773	---M-Z	200	added ('OK')	text/html	etag:%221642454431%22	https://oregonstate.edu/podcasts	C:/My%20Web%20Sites/OSU/oregonstate.edu/podcasts.html	(from https://oregonstate.edu/about)
15:37:08	327396/327396	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Dec%202021%2022:51:59%20GMT	https://oregonstate.edu/sites/default/files/paragraphs/snowy-about-1900x800.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/paragraphs/snowy-about-1900x800.jpg	(from https://oregonstate.edu/about)
15:37:08	214323/214323	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2018:22:35%20GMT	https://oregonstate.edu/sites/default/files/paragraphs/mu-sunset-1900w-comp.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/paragraphs/mu-sunset-1900w-comp.jpg	(from https://oregonstate.edu/about)
15:37:09	301615/301615	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2021:29:46%20GMT	https://oregonstate.edu/sites/default/files/2021-07/OSU-Cascades-800x533_0.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-07/OSU-Cascades-800x533_0.jpg	(from https://oregonstate.edu/about)
15:37:09	277379/277379	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2021:29:57%20GMT	https://oregonstate.edu/sites/default/files/2021-07/hatfield-800x533_0.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-07/hatfield-800x533_0.jpg	(from https://oregonstate.edu/about)
15:37:09	204016/204016	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2021:31:35%20GMT	https://oregonstate.edu/sites/default/files/2021-07/portland-cloudy-800x457_0.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-07/portland-cloudy-800x457_0.jpg	(from https://oregonstate.edu/about)
15:37:09	122421/122421	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2021:31:44%20GMT	https://oregonstate.edu/sites/default/files/2021-07/mt-hood-800x534_0.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-07/mt-hood-800x534_0.jpg	(from https://oregonstate.edu/about)
15:37:09	26398/26398	---M-Z	200	added ('OK')	text/html	etag:%221642454392%22	https://oregonstate.edu/cultural-resource-centers	C:/My%20Web%20Sites/OSU/oregonstate.edu/cultural-resource-centers.html	(from https://oregonstate.edu/about)
15:37:10	722494/722494	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Dec%202021%2022:52:14%20GMT	https://oregonstate.edu/sites/default/files/paragraphs/snow-students-1900x800.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/paragraphs/snow-students-1900x800.jpg	(from https://oregonstate.edu/about)
15:37:10	286846/286846	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Dec%202021%2022:52:35%20GMT	https://oregonstate.edu/sites/default/files/paragraphs/about-faculty-1900x800.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/paragraphs/about-faculty-1900x800.jpg	(from https://oregonstate.edu/about)
15:37:10	119784/119784	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jul%202021%2017:06:30%20GMT	https://oregonstate.edu/sites/default/files/paragraphs/alumni-1800x800c.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/paragraphs/alumni-1800x800c.jpg	(from https://oregonstate.edu/about)
15:37:10	96751/96751	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Dec%202021%2000:20:53%20GMT	https://oregonstate.edu/sites/default/files/2021-12/about-faculty-600x600.jpg	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/2021-12/about-faculty-600x600.jpg	(from https://oregonstate.edu/about)
15:37:11	152929/152929	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2023%20Dec%202021%2000:31:12%20GMT	https://oregonstate.edu/sites/default/files/js/js_tAEcrGI3XI1zEmc3FxNmC3aVsjUKlmT_GZmdYI5IbMA.js	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/js/js_tAEcrGI3XI1zEmc3FxNmC3aVsjUKlmT_GZmdYI5IbMA.js	(from https://oregonstate.edu/about)
15:37:11	1795/1795	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2013%20Dec%202021%2017:47:25%20GMT	https://oregonstate.edu/sites/default/files/js/js_ix2VJNbuJNBxp2xsza8HhjXe50LRYdlwzCrCRE-5mCY.js	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/js/js_ix2VJNbuJNBxp2xsza8HhjXe50LRYdlwzCrCRE-5mCY.js	(from https://oregonstate.edu/about)
15:37:11	6686/6686	---M-Z	200	added ('OK')	text/css	date:Thu,%2023%20Dec%202021%2000:31:26%20GMT	https://oregonstate.edu/sites/default/files/css/css_kcpJl2G6pY5K3VUDCOc-bNWZUn5aisTSW0wP2rqcOn8.css	C:/My%20Web%20Sites/OSU/oregonstate.edu/sites/default/files/css/css_kcpJl2G6pY5K3VUDCOc-bNWZUn5aisTSW0wP2rqcOn8.css	(from https://oregonstate.edu/academics)
